ablation_run_id,reference_run_id,outer_fold,alpha,scenario,method_family,variant,fl_seed,scientific_optimizer_steps_accounted,run_result_binding_sha256,run_manifest_binding_sha256
216,156,2,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,456,5753,223AFDB53ED965B35648BA7ACDABDC83C47E65313A91B2CDB03C9947C4108095,B8FEE83273318BF31B591E4A85393E36AF4CE0B9C6F6E585EB8A8E7857A1CC49
217,269,3,1.0,signflip_mu0p4,tea_fl,tea_trust_only,123,4891,8F72CB50D3074ADC995A9EDC24368BFE522B79B4D94E56BC4890C5F05FE9AB6C,8CF2FE50579D96A29B756BA29A920E7F95FFE581813D51A383E1C28776399DD7
218,269,3,1.0,signflip_mu0p4,tea_fl,tea_energy_only,123,5644,7CFB8FF807D9AE21248AE0E7960076554ADEEC1C7E18907786E3747D41F82200,C9972399BC5B98D9ABE7222E3B588F540E740D71080C910B0D45C6F67184A9BB
219,270,3,1.0,signflip_mu0p4,arl_fl,arl_no_energy,123,5836,8214449026579F511CFBC4173FF0E6E88FB7B2D4E19D683766D4C583DC32098B,F54F16C9A63E707150F715312AE92AAECB2B864955F1291888ECEA1982FBC37D
220,270,3,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,123,5614,D2FF4E041D3207DF6339BD453B2B70ED8C9FDC91161F953E1812AFADC40F0184,E2A38B2621A8EBE00C021E3C67FC89BCB45D19F3B3CF771AE566E451C1FEAEA6
221,275,3,1.0,signflip_mu0p4,tea_fl,tea_trust_only,456,5190,60C3720F37664B071E4FA77C101162C6D0B8E0C32D2A7E3E720BF73816A41907,4746AC6E9985972A311BDA41E1B41BE7ECFE40531EBF1EEA8158BA90C53443DA
222,275,3,1.0,signflip_mu0p4,tea_fl,tea_energy_only,456,5564,96BA79F03013BF604416BEA37D1105127D642789D917FD4BBD19F985E63F5BE1,AC6B3566A0DD903E0EBDC9E19B60741D861DE14191CB02AB142D97ED1F48FA34
223,276,3,1.0,signflip_mu0p4,arl_fl,arl_no_energy,456,5836,91C25E0D9E0173F133867FCE3FD5A33452E3888943642368128E40BA2E64B4A7,337F3753AF537B26BCE5624716F976456B0A30C24927B876997228801290E713
224,276,3,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,456,5629,ADCA8BBEF3B8D855516FDF852E25602DFB892D97ECB15D2056653A625A69F593,61E001FD7C0B741DBA8D525B0A14D428976E904B5F19FF3F5BBD5024BA0B1DC4
225,389,4,1.0,signflip_mu0p4,tea_fl,tea_trust_only,123,5544,FE6537FC45071AA755EEDD06D4D7CADF0B7B7DD046C19C65482E7B3DAB065BB3,AD4BD3EF856D41AC5E477A78C15425AD997C2AF3ACC53EAEBE4BEF1DD872E839
226,389,4,1.0,signflip_mu0p4,tea_fl,tea_energy_only,123,5744,3DA45D5684741E47D009A71E95BCD6BFF6A0DA7B05D03DB47DC6AE3CD63867C9,6A454E41D90FC4ADFC90C09BD50A8C587A1DDFFA6879C02280D8EC9F7B127DCE
227,390,4,1.0,signflip_mu0p4,arl_fl,arl_no_energy,123,5923,1E13708FAAEAE1D97D4B8C76A90F1E8BB8AE16D223660A90799991375C51F19E,F9937FB9CFC174D85E7F6912CB6A537D1F3AE03A2407DB4580371EBFA7CBC583
228,390,4,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,123,5806,56C872D6CA193C8C3E8B10BF7E2F645C56BEA54D1B3F64E5157FC5AFFE5E5A66,74CA0C3B5C990D0A5C198C526CBDED4A9CBF56190A30C02B54B39287A5C11EF9
229,395,4,1.0,signflip_mu0p4,tea_fl,tea_trust_only,456,5609,0841F63F1CA9B72F685A0AC28172D8A7D8DD4CED5E15B36C2AEA589DACE102FD,B14AC28D1D3592F3CCA43D0CB3E9992CD080D8EDCA5F3744C935A75DF4D5D83F
230,395,4,1.0,signflip_mu0p4,tea_fl,tea_energy_only,456,5804,08F28CB82E3B5EE225016767B9390BADA28235C2D7AD535CDDDC1C00B3C8A2B0,E462B3D288D8D0FD0CBAA9C8E2DD70677A12E1D9CDA3FD1167D8E240009D0166
231,396,4,1.0,signflip_mu0p4,arl_fl,arl_no_energy,456,5984,0FE948CC6D08B64D5F89D7D2A0C6BD315CA4344360104FD022DC0C74E2968C79,09846EF233F9ECC96609E107C9D902C13A3A8BF276AEF2C246B337D894782801
232,396,4,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,456,5767,DE8136E6635BD2AC60D48F428F2C0D05427E3735844CB6CC70B27FEDA2A92289,7E6F69D2930167CD0438A299C8D7C3473799B65DB29ED0CC843F209A6995E088
233,509,5,1.0,signflip_mu0p4,tea_fl,tea_trust_only,123,5400,4CA75147B88AF7199B61A5B20657B8C9CE4677680418E15E3442B2B25FBBE6C5,F6EDDE98E3B29DEC41EBF6508E3E5696221ED6D645BBFB212F74C5BD9F5E5BBD
234,509,5,1.0,signflip_mu0p4,tea_fl,tea_energy_only,123,5623,52497553479CD8586D8480049DEDEE44C3C35A0372E2B34AFA6F42DD2D52D0B8,E56BF10B04380A70251A468008AACA616141558222450C80987332356CC38352
235,510,5,1.0,signflip_mu0p4,arl_fl,arl_no_energy,123,5977,9D000415B2D4C5669726E57E720B5D1BAB0C59259B640013C436DC946B44DD88,C1828BA54F4543BFA8BEA2827E8D4EA17055333EF0610E9091303DFC8B810CB4
236,510,5,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,123,5772,71D123C064707CEFEF9613DCF1BCFE222A7E73194A24E0AE47684799F1234CCA,205633FB18055E0731B576A33B8C89C2121E85699E377E47297BCB4C43E00B32
237,515,5,1.0,signflip_mu0p4,tea_fl,tea_trust_only,456,5178,39B5F142ADE8A1A43134328578DA27BBCB00DD3FB8F0E493381507C629C9AA7D,310E80EDD0DFEC48DE1756F9F0A3A7AA368E076BC110BAA022F03D70CAF9E88C
238,515,5,1.0,signflip_mu0p4,tea_fl,tea_energy_only,456,5671,DBC8FD9858B3151F93E31441AB87B02FA5721464EABDA075E92BF7E352AA1F67,197C3DCCCEABA0C4656F92604E0CA0EA8142762A32B99BD74FB98608E6843461
239,516,5,1.0,signflip_mu0p4,arl_fl,arl_no_energy,456,5866,63A57C21E3A1CE2B67749DBC426E8675BB24EF9871BF69FBAB0502F1C886DC29,C36B1CF93A033FF2EA1BAA84CED8012C0409001AB0B86509B2F7519A9665EC9C
240,516,5,1.0,signflip_mu0p4,arl_fl,arl_no_pressure,456,5712,A124850429EC32B0263E7CF1792F47F59C86EEB1851B809DA9B81685DE9331DA,9CD3DC89899F1EE09AD6281F4864763C65A044A5BD48DD3B38F3BB04ECB02A9F
