run_id,condition_id,outer_fold,alpha,scenario,method,method_label,fl_seed,macro_f1_auc_0_100,macro_f1_auc_20_100,balanced_accuracy_auc_0_100,active_clients_auc_0_100,mean_residual_energy_auc_0_100,macro_f1_round15,macro_f1_round20,macro_f1_round25,macro_f1_round40,macro_f1_round100,macro_f1_postattack_nadir,macro_f1_postattack_nadir_round,macro_f1_delta_round25_minus15,macro_f1_delta_round40_minus15,macro_f1_delta_round100_minus15,macro_f1_final_recovery_from_nadir,active_clients_round100,mean_residual_energy_round100,global_pressure_round20,global_pressure_round40,global_pressure_round100,global_pressure_max
155,26,2,1.0,signflip_mu0p4,tea_fl,TEA-FL,456,0.5398949050886741,0.5872978284161168,0.5887644565711235,24.075,0.5890640429628752,0.4905145179859416,0.4377444871584211,0.4519001548579096,0.5048386025424745,0.628466632540373,0.4377444871584211,20,-0.038614363128032014,0.01432408455653289,0.13795211455443146,0.19072214538195192,15.0,0.2926700240839451,,,,
156,26,2,1.0,signflip_mu0p4,arl_fl,ARL-FL,456,0.12295082550854997,0.06479174056737627,0.21851358282070024,27.525,0.5744451708094337,0.5188969170362253,0.4959413050936423,0.0125834929235368,0.0911494337853817,0.0056135357368753,0.0056135357368753,70,-0.5063134241126885,-0.4277474832508436,-0.51328338129935,0.0,25.0,0.2812713234735501,0.2577550589058567,0.3960643067703158,0.2289742432938685,0.4326051347163925
157,27,2,1.0,labelflip_mu0p2,fedavg,FedAvg,123,0.5866563909247202,0.6262347655090577,0.6254162797524266,26.325,0.5225174819461005,0.5921358707570588,0.5178859996258618,0.2910031510385641,0.6426416945810236,0.659596227283175,0.2910031510385641,25,-0.30113271971849465,0.050505823823964846,0.06746035652611626,0.3685930762446109,19.0,0.2195129304064673,,,,
158,27,2,1.0,labelflip_mu0p2,fedprox,FedProx,123,0.5811799131250602,0.6228261671940736,0.620363555471731,26.325,0.5225174819461005,0.5737360830726722,0.6052058796490228,0.2400573769466999,0.6838871014176221,0.6830221152109637,0.2400573769466999,25,-0.3336787061259723,0.11015101834494989,0.10928603213829147,0.44296473826426375,19.0,0.2195129304064673,,,,
159,27,2,1.0,labelflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,123,0.5752144020217058,0.6134153922698372,0.6162186080504823,26.325,0.5225174819461005,0.6137272307626008,0.5467891844775756,0.3391073326995564,0.6038747524572003,0.6323657494092291,0.3391073326995564,25,-0.27461989806304443,-0.00985247830540048,0.018638518646628244,0.2932584167096727,19.0,0.2195129304064673,,,,
160,27,2,1.0,labelflip_mu0p2,fedle_adapted,FedLE-adapted,123,0.5801349185464835,0.6343979736244048,0.6153650746997105,26.35,0.5137011456300296,0.4506658854584209,0.5251943335681959,0.5540371720166332,0.6044163008866118,0.7202676322036106,0.4534515875285339,45,0.10337128655821226,0.1537504154281909,0.26960174674518966,0.2668160446750767,20.0,0.2146924407850659,,,,
161,27,2,1.0,labelflip_mu0p2,tea_fl,TEA-FL,123,0.583854826299214,0.6363514918939315,0.6253661551394594,24.6,0.5641543906752695,0.5261648442557602,0.4587538831076261,0.507262554855802,0.6438977291158456,0.7365471958077615,0.4587538831076261,20,-0.018902289399958194,0.11773288486008548,0.21038235155200136,0.2777933127001354,14.0,0.2605428180334943,,,,
162,27,2,1.0,labelflip_mu0p2,arl_fl,ARL-FL,123,0.534723291642728,0.5763790574219102,0.5770986294977982,27.525,0.5447756714892836,0.4672283168485915,0.5853318837460639,0.5241644391012,0.3737344963748479,0.7254222525427326,0.3375534554388521,75,0.05693612225260852,-0.0934938204737436,0.2581939356941411,0.3878687971038805,25.0,0.2459892135582856,0.2271212499738148,0.2449051043023798,0.2704262433455154,0.28001672841561
163,28,2,1.0,labelflip_mu0p2,fedavg,FedAvg,456,0.5436550973696003,0.5859187898359698,0.5884896176021897,27.65,0.5560413667534564,0.4518524424954986,0.5740503490459432,0.4012766239303989,0.5711133386013444,0.6884895102293175,0.4012766239303989,25,-0.050575818565099684,0.11926089610584578,0.23663706773381887,0.28721288629891856,20.0,0.245747004405572,,,,
164,28,2,1.0,labelflip_mu0p2,fedprox,FedProx,456,0.5489967048269403,0.5945170619716056,0.5953398426026255,27.65,0.5560413667534564,0.4566892907387869,0.5418027247254215,0.4016434560117409,0.6101178653418868,0.6792122243680896,0.4016434560117409,25,-0.055045834727045995,0.15342857460309994,0.2225229336293027,0.2775687683563487,20.0,0.245747004405572,,,,
165,28,2,1.0,labelflip_mu0p2,random_trimmed_mean,Random Trimmed Mean,456,0.5430209426089206,0.5834486994411977,0.5889366191507617,27.65,0.5560413667534564,0.4726126522040376,0.5715321814974118,0.4083523539389039,0.5856817433579173,0.7378679205914129,0.4083523539389039,25,-0.06426029826513369,0.11306909115387975,0.26525526838737534,0.32951556665250903,20.0,0.245747004405572,,,,
166,28,2,1.0,labelflip_mu0p2,fedle_adapted,FedLE-adapted,456,0.5468295656074701,0.604130739090826,0.5893994446614826,27.3,0.5481752850714294,0.4955049033934295,0.4008170203014349,0.4684322785589294,0.2846658503198047,0.8061531354502995,0.2846658503198047,40,-0.027072624834500125,-0.21083905307362483,0.31064823205687003,0.5214872851304948,24.0,0.2563662620973821,,,,
167,28,2,1.0,labelflip_mu0p2,tea_fl,TEA-FL,456,0.5695921784155895,0.6295287748494498,0.6133924276684817,24.675,0.586307647841374,0.4559703376445749,0.4817307575059249,0.4637787139817983,0.590262413594569,0.6593197923647026,0.4637787139817983,25,0.007808376337223422,0.1342920759499941,0.20334945472012772,0.1955410783829043,15.0,0.2979786940458441,,,,
168,28,2,1.0,labelflip_mu0p2,arl_fl,ARL-FL,456,0.5291514199319157,0.5830037434026996,0.5741797426404956,27.675,0.578643310882763,0.4002437973767164,0.3966015657922385,0.4931311401053275,0.5483685678321637,0.6638071332997133,0.1738667514840398,60,0.0928873427286111,0.1481247704554473,0.2635633359229969,0.4899403818156735,25.0,0.2906908639446435,0.1961309905530734,0.2449104540072613,0.272417498262583,0.3131345916296218
169,29,2,1.0,labelflip_mu0p4,fedavg,FedAvg,123,0.3905334369119274,0.4042744316066177,0.4544402674957982,26.325,0.5225174819461005,0.4868762869579017,0.1583075713081526,0.4098894255354177,0.3785554908802124,0.5608670197519569,0.1583075713081526,20,-0.07698686142248401,-0.1083207960776893,0.07399073279405516,0.40255944844380426,19.0,0.2195129304064673,,,,
170,29,2,1.0,labelflip_mu0p4,fedprox,FedProx,123,0.4020067226169573,0.4098777258093628,0.46289715511961305,26.325,0.5225174819461005,0.6000235891755011,0.2012177197699255,0.3930481920223414,0.4068090385614997,0.5305275274478324,0.1639872216951165,65,-0.2069753971531597,-0.19321455061400145,-0.06949606172766876,0.3665403057527159,19.0,0.2195129304064673,,,,
171,29,2,1.0,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,123,0.4288053496468591,0.44303589463562554,0.4867094815406028,26.325,0.5225174819461005,0.5962071053134943,0.1675720318716199,0.4100570569510711,0.4217887884576708,0.4570487824282074,0.1675720318716199,20,-0.18615004836242321,-0.17441831685582349,-0.1391583228852869,0.2894767505565875,19.0,0.2195129304064673,,,,
172,29,2,1.0,labelflip_mu0p4,fedle_adapted,FedLE-adapted,123,0.43897274668657765,0.46256783641247523,0.48618866320057846,26.35,0.5137011456300296,0.453260199390452,0.3905000729093598,0.3913895344086199,0.3640408653175391,0.3700210823869996,0.1860748360615993,55,-0.06187066498183208,-0.08921933407291288,-0.08323911700345238,0.1839462463254003,20.0,0.2146924407850659,,,,
173,29,2,1.0,labelflip_mu0p4,tea_fl,TEA-FL,123,0.5776695130016489,0.624925743750261,0.6203861050520697,24.525,0.5664144570682353,0.4498335375941193,0.5665069088013178,0.4896506889051585,0.6775067159744265,0.6150893851318175,0.4896506889051585,25,0.03981715131103919,0.22767317838030715,0.16525584753769823,0.12543869622665904,15.0,0.2757564931209736,,,,
174,29,2,1.0,labelflip_mu0p4,arl_fl,ARL-FL,123,0.44539872690310855,0.4756901147803593,0.4989368971215039,27.875,0.5464849695407209,0.4667657910037306,0.2380549781046927,0.444951164157717,0.3660623724222042,0.6876859734488487,0.2380549781046927,20,-0.021814626846013596,-0.10070341858152643,0.22092018244511813,0.44963099534415607,25.0,0.2493085239489501,0.2055437296005059,0.2250045689169569,0.2580438484058337,0.2580438484058337
175,30,2,1.0,labelflip_mu0p4,fedavg,FedAvg,456,0.42263235361823814,0.4471886725089119,0.49041403820173135,27.65,0.5560413667534564,0.45474925307726,0.1363296488966224,0.5546883766120526,0.4791492002766026,0.4069796482763978,0.1344077875550756,45,0.09993912353479262,0.02439994719934263,-0.047769604800862175,0.2725718607213222,20.0,0.245747004405572,,,,
176,30,2,1.0,labelflip_mu0p4,fedprox,FedProx,456,0.42780657903945946,0.4535240238249759,0.4917960121916942,27.65,0.5560413667534564,0.4681857405235378,0.1303874096019138,0.5451680477990685,0.4949593424909873,0.3896246158681044,0.1303874096019138,20,0.07698230727553068,0.02677360196744949,-0.07856112465543341,0.25923720626619057,20.0,0.245747004405572,,,,
177,30,2,1.0,labelflip_mu0p4,random_trimmed_mean,Random Trimmed Mean,456,0.41690626107631656,0.4381939070832132,0.47479015012140224,27.65,0.5560413667534564,0.4742032069173068,0.1435786037368737,0.3934428552002035,0.2886685970120252,0.5466070979978604,0.1435786037368737,20,-0.08076035171710327,-0.1855346099052816,0.07240389108055367,0.40302849426098675,20.0,0.245747004405572,,,,
178,30,2,1.0,labelflip_mu0p4,fedle_adapted,FedLE-adapted,456,0.39557962761352966,0.4090157661250592,0.4556937212276715,27.3,0.5481752850714294,0.4929564159259554,0.5984481087200423,0.1141572072046599,0.5478326862910788,0.1948193684562185,0.072982225235957,30,-0.3787992087212955,0.054876270365123436,-0.2981370474697369,0.1218371432202615,24.0,0.2563662620973821,,,,
179,30,2,1.0,labelflip_mu0p4,tea_fl,TEA-FL,456,0.5244761960555538,0.5735942104784526,0.5779605658256268,24.55,0.5879510172628567,0.4687826088497973,0.3128521727520763,0.4014459111001072,0.5632912956629775,0.5859988704203843,0.3128521727520763,20,-0.06733669774969009,0.09450868681318025,0.11721626157058707,0.27314669766830807,14.0,0.2898468392757124,,,,
180,30,2,1.0,labelflip_mu0p4,arl_fl,ARL-FL,456,0.4155044554316166,0.4289577952641082,0.4829409899332812,27.85,0.578145577924202,0.4937744269737426,0.6039703981414009,0.5163461933390943,0.2887761226233717,0.2830328910256262,0.172616500785984,90,0.022571766365351686,-0.20499830435037086,-0.2107415359481164,0.11041639023964217,26.0,0.2922707342983209,0.2133686083527145,0.2400863214142893,0.2711934802557429,0.2711934802557429
181,31,2,0.1,clean,fedavg,FedAvg,123,0.428935539564068,0.4689844586800415,0.49590073754286573,25.35,0.5104105961379889,0.3267624074877632,0.3649299188973565,0.409772822967153,0.3222399539918925,0.653157340369228,0.2054434359796729,45,0.08301041547938981,-0.004522453495870715,0.3263949328814648,0.4477139043895551,16.0,0.2093622782180975,,,,
