run_id,condition_id,outer_fold,alpha,scenario,method,fl_seed,round,test_loss,test_accuracy,test_balanced_accuracy,test_macro_f1,active_clients,mean_residual_energy,min_residual_energy,global_pressure,scientific_optimizer_steps_accounted
1,1,1,1.0,clean,fedavg,123,85,0.6670538847244057,0.812111801242236,0.8104302032018115,0.8175933738374243,25,0.3405014585665323,0.08614342379486825,,5162
1,1,1,1.0,clean,fedavg,123,90,0.6265671533950861,0.8146997929606625,0.8163109754628964,0.8231884748017172,25,0.3107361709601076,0.08614342379486825,,5458
1,1,1,1.0,clean,fedavg,123,95,0.6079887037568458,0.8022774327122153,0.8090522935897413,0.8048589221881218,23,0.28179634462055825,0.08614342379486825,,5741
1,1,1,1.0,clean,fedavg,123,100,0.6375167236565062,0.8084886128364389,0.8153355871459693,0.8116013884444223,20,0.25178023100738184,0.08236896738623524,,6034
2,1,1,1.0,clean,fedprox,123,0,2.558967541710437,0.05331262939958592,0.07981734751646256,0.017538679829129496,28,0.8764162405431037,0.7059668942550444,,0
2,1,1,1.0,clean,fedprox,123,5,1.5810509616543789,0.4435817805383023,0.4037384284628068,0.2863548475174074,28,0.8438882363625897,0.6614701400621806,,318
2,1,1,1.0,clean,fedprox,123,10,1.3002469638366383,0.5351966873706004,0.4865288862561714,0.41401914005571233,28,0.8128229654622475,0.6156375961384802,,620
2,1,1,1.0,clean,fedprox,123,15,1.1399465880779005,0.6288819875776398,0.5840794650606428,0.5186906063701652,28,0.7805310131424006,0.5899330161025246,,934
2,1,1,1.0,clean,fedprox,123,20,1.171819337900134,0.6195652173913043,0.5731622705607554,0.5138974798510362,28,0.7495876807789724,0.541023856030613,,1229
2,1,1,1.0,clean,fedprox,123,25,1.0104992930193124,0.6790890269151139,0.6529792920997564,0.623600940575133,28,0.7176778204618187,0.5254798774835895,,1527
2,1,1,1.0,clean,fedprox,123,30,1.0610584028018928,0.605072463768116,0.5874077774313703,0.5168992768216499,28,0.6871223325038969,0.43898636909786165,,1818
2,1,1,1.0,clean,fedprox,123,35,0.8980352250438793,0.7049689440993789,0.6707751501482937,0.6215665281906332,28,0.6564561166685535,0.43648636909786165,,2115
2,1,1,1.0,clean,fedprox,123,40,0.971598910495608,0.6780538302277432,0.6443402281853426,0.6014799348371368,28,0.625131069029506,0.41298799200142966,,2411
2,1,1,1.0,clean,fedprox,123,45,0.975488619527955,0.6744306418219461,0.6329032656327641,0.6010638894037866,28,0.5950777371180888,0.38948961490499767,,2701
2,1,1,1.0,clean,fedprox,123,50,0.8919525232250893,0.6873706004140787,0.6554149660452117,0.6329762183588669,28,0.5621560040299851,0.3842707561927604,,3015
